uniq	filenumber	otanumber	pubdate	genre	title	wordcount	[e|i]njo[y|i]mentt?e?'?s?	settlementt?e?'?s?	astonishmentt?e?'?s?	acknowled[g|ge]mentt?e?'?s?	ama[z|s]ementt?e?'?s?	a[t|tt]one?mentt?e?'?s?	[e|i]ndu[c|s]ementt?e?'?s?	[e|i]ndo[w|we]mentt?e?'?s?	[e|i]ntr[e|i]n[s|c]hmentt?e?'?s?	[e|i]nde[a|e]rmentt?e?'?s?	[e|i]nlarge?mentt?e?'?s?	sta[yt|t]ementt?e?'?s?	[e|i]ncampe?mentt?e?'?s?	[e|i]nfr[e|i]ngementt?e?'?s?	mann?age?mentt?e?'?s?	[e|i]nfeftmentt?e?'?s?	mea[s|ss]urementt?e?'?s?	debasementt?e?'?s?	excitementt?e?'?s?	[e|i]nvestmentt?e?'?s?	ailmentt?e?'?s?	fulfilmentt?e?'?s?	[e|i]ndorsementt?e?'?s?	concernmentt?e?'?s?	[e|i]ntanglementt?e?'?s?	[e|i]nfranchisementt?e?'?s?	embankmentt?e?'?s?	[e|a]str[a|au]ngementt?e?'?s?	defilementt?e?'?s?	[e|i]nh[a|au]n[c|s]ementt?e?'?s?	[e|i]nsta[l|ll]mentt?e?'?s?	[e|i]nroll?mentt?e?'?s?	relea[s|c]ementt?e?'?s?	wondermentt?e?'?s?	condolementt?e?'?s?	withdrawmentt?e?'?s?	consignmentt?e?'?s?	[e|i]ntert[a|e]inmentt?e?'?s?
1285	1285	4291	1746	satire	Advice: a satire	2929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1286	1286	4292	1769	fiction	The history and adventures of an atom: In two volumes. ... [pt.1]	33220	4	6	4	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1287	1287	4293	1769	fiction	The history and adventures of an atom: In two volumes. ... [pt.2]	26528	0	11	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
1288	1288	4294	1748	fiction	The adventures of Roderick Random: In two volumes. ... [pt.1]	92139	4	2	13	4	9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
1289	1289	4295	1748	fiction	The adventures of Roderick Random: In two volumes. ... [pt.2]	100506	4	6	15	12	6	0	1	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
1290	1290	4296	1707	journalistic	Dyers news examined as to his Sweddish memorial against the Review	1752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1291	1291	4297	1707	religious	"A short view of the present state of the Protestant religion in Britain: as it is now profest in the episcopal church in England, the Presbyterian church in Scotland, and the dissenters in both."	14875	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1292	1292	4298	1707	poetry	The fifteen comforts of a Scotch-man. Written by Daniel D'Foe in Scotland	1370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1293	1293	4299	1706	poetry	"Caledonia: &amp;c. A poem in honour of Scotland, and the Scots nation. In three parts."	14089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1294	1294	4300	1706	political	"The state of the excise after the union, compared with what it is now"	1540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1295	1295	4301	1706	political	"Observations on the fifth article of the treaty of union, humbly offered to the consideration of the Parliament, relating to foreign ships"	889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1296	1296	4302	1790	drama	"Try again: a farce, in two acts. As performed at the Theatre Royal in the Hay-Market."	8156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1297	1297	4303	1706	drama	"Ulysses: a tragedy. As it is acted at the Queen's Theatre in the Hay-Market. By Her Majesty's sworn servants. Written by N. Rowe, Esq;."	20600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1298	1298	4304	1701	drama	"The ambitious step-mother: A tragedy. As 'twas acted at the New Theatre in Little-Lincolns-Inn-Fields. By His Majesty's servants. By N. Rowe, Esq;."	23342	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1299	1299	4305	1701	academic	"A new theory of continual fevers: Wherein, besides the appearances of such fevers, and the method of their cure; occasionally, the structure of the glands, ... are mechanically explan'd."	17412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1301	1301	4307	1703	drama	"Tamerlane. A tragedy: As it is acted at the New Theater in Little Lincolns-Inn-Fields. By Her Majesty's servants. Written by N. Rowe, Esq;."	20481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1302	1302	4308	1799	political	"Speech of Richard Brinsley Sheridan: Esq. in the House of Commons of Great Britain, on Thursday, January 31st, 1799, in reply to Mr. Pitt's speech on the union with Ireland."	8477	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1303	1303	4309	1761	drama	A letter to R----- B----- Esq; author of the new comedy called The wishes: now in rehearsal at the Theatre Royal in Drury-Lane	1406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1304	1304	4310	1720	letter	"The characters and conduct of Sir John Edgar: and his three deputy-governours. During the adminstration of the late separate ministry. In a third and fourth letter to the Knight. With a picture of Sir John, drawn by a pen, exactly after the life."	9888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1305	1305	4311	1796	drama	"The way to get married: a comedy, in five acts, as performed at the Theatre-Royal, Covent-Garden. By Thomas Morton, ..."	19332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1306	1306	4312	1795	drama	"Zorinski: a play, in three acts: as performed at the Theatre Royal, Hay-Market. By Thomas Morton, ..."	12392	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1307	1307	4313	1792	drama	"The farce of the Modern antiques, or the merry mourners. In two acts. As performed at the Theatre-Royal, Smoke-Alley"	8146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
1308	1308	4314	1729	academic	The advantages of peace and commerce: with some remarks on the East-India trade.	8648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1309	1309	4315	1713	political	"And what if the Pretender should come?: Or, some considerations of the advantages and real consequences of the Pretender's possessing the crown of Great-Britain."	8640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1310	1310	4316	1713	political	"An answer to a question that no body thinks of, viz. But what if the Queen should die?"	9037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1311	1311	4317	1726	political	"A brief case of the distillers: and of the distilling trade in England, shewing how far it is the interest of England to encourage the said trade, as it is so considerable an advantage to the landed interest, to the trade and navigation, to the publick revenue, and to the employment of the poor. Humbly recommended to the Lords and Commons of Great Britain, in the present Parliament assembled."	12993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1312	1312	4318	1727	academic	"A brief deduction of the original, progress, and immense greatness of the British woollen manufacture: with an enquiry whether it be not at present in a very declining condition: ..."	22175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1313	1313	4319	1730	political	"A brief state of the inland or home trade, of England: and of the oppressions it suffers, and the dangers which threaten it from the invasion of hawkers, pedlars, and clandestine traders of all sorts. Humbly represented to the present Parliament."	15119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1314	1314	4320	1718	political	The case of the war in Italy stated: being a serious enquiry how far Great-Britain is engaged to concern it self in the quarrel between the Emperor and the King of Spain.	7531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1315	1315	4321	1720	political	"The chimera: or, the French way of paying national debts, laid open: Being an impartial account of the proceedings in France, for raising a paper credit, and settling the Mississipi stock."	13296	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1316	1316	4322	1709	religious	"A commendatory sermon preach'd November the 4th, 1709. Being the birth-day of King William, of glorious memory. By Daniel de Foe"	1978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1317	1317	4323	1724	political	Considerations on publick credit. In a letter to a Member of Parliament	3209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1318	1318	4324	1713	political	"Considerations upon the eighth and ninth articles of the treaty of commerce and navigation, now publish'd by authority. With some enquiries into the damages that may accrue to the English trade from them"	8817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1319	1319	4325	1717	political	"The danger of court differences: or, the unhappy effects of a motley ministry: occasion'd by the report of changes at court"	7630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1320	1320	4326	1701	political	"The danger of the Protestant religion consider'd, from the present prospect of a religious war in Europe"	9943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1321	1321	4327	1710	political	A dialogue betwixt Whig and Tory. Wherein the principles and practices of each party are fairly and impartially stated;	13771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1322	1322	4328	1711	academic	An essay at a plain exposition of that difficult phrase a good peace. By the author of the Review	10309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1323	1323	4329	1711	political	"An essay on the history of parties, and persecution in Britain: beginning, with a brief account of the Test-Act, and an historical enquiry into the reasons, the original, and the consequences of the occasional conformity of dissenters. ..."	9765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1324	1324	4330	1716	academic	"An essay upon buying and selling of speeches. In a letter to a worshipfull Justice of the Peace, being also a member of a certain worshipfull society of speech-makers"	4837	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1325	1325	4331	1710	academic	"An essay upon loans: or, an argument proving that substantial funds settled by Parliament, ... will bring in loans of money to the Exchequer, in spight of all the conspiracies of parties to the contrary; ... By the author of the Essay upon credit."	5021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1326	1326	4332	1717	political	"Fair payment no spunge: or, some considerations on the unreasonableness of refusing to receive back money lent on publick securities. And the necessity of setting the nation free from the insupportable burthen of debt and taxes."	15558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1327	1327	4333	1713	memoir	"Memoirs of Count Tariff, &amp;c"	18407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1328	1328	4334	1715	academic	"The secret history of the secret history of the White Staff, Purse and Mitre. Written by a person of honour"	8900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1329	1329	4335	1728	address	"Some considerations on the reasonableness and necessity of encreasing and encouraging the seamen. Founded on the gracious expressions, in their favour, contained in His Majesty's speech from the throne."	17161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1330	1330	4336	1711	academic	"A true account of the design, and advantages of the South-Sea trade: with answers to all the objections rais'd against it."	7159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1331	1331	4337	1712	political	"The validity of the renunciations of former powers, enquired into, and the present renuncniation of the Duke of Anjou, impartially considered. With a preface, relating to the guarantee for the Protestant succession"	7843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1332	1332	4338	1717	political	"What if the Swedes should come?: With some thoughts about keeping the army on foot, whether they come or not."	8516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1333	1333	4339	1792	drama	"The spoil'd child: in two acts. As performed at the Theatre-Royal, Smoke-Alley."	6718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1334	1334	4340	1783	drama	"The magic picture, a play: Altered from Massinger. By the Rev. H. Bate."	17077	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
1335	1335	4341	1789	drama	"Animal magnetism, a farce: in three acts, as performed at the Theatre Royal, Covent-garden,."	8547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1336	1336	4342	1751	pamphlet	An attempt towards an apology for his R---- H------ the D----	5792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1337	1337	4343	1773	academic	"An inquiry into the connection between the present price of provisions, and the size of farms. With remarks on population as affected thereby. ... By a farmer"	25365	0	0	1	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1338	1338	4344	1799	fiction	"Romances, by I. D'Israeli"	54497	10	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
1339	1339	4345	1783	fiction	"The family picture; or, domestic dialogues on amiable and interesting subjects; ... By Thomas Holcroft,: [pt.1]"	64831	10	0	9	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
1340	1340	4346	1783	fiction	"The family picture; or, domestic dialogues on amiable and interesting subjects; ... By Thomas Holcroft,: [pt.2]"	70516	2	0	2	5	0	2	0	1	2	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
1341	1341	4347	1779	academic	"Shenstone-Green: or, the new Paradise lost. Being a history of human nature. In three volumes. ... Written by the proprietor of the Green. The editor Courtney Melmoth. [pt.1]"	23451	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1342	1342	4348	1779	academic	"Shenstone-Green: or, the new Paradise lost. Being a history of human nature. In three volumes. ... Written by the proprietor of the Green. The editor Courtney Melmoth. [pt.2]"	22267	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
1343	1343	4349	1779	academic	"Shenstone-Green: or, the new Paradise lost. Being a history of human nature. In three volumes. ... Written by the proprietor of the Green. The editor Courtney Melmoth. [pt.3]"	18093	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
1345	1345	4351	1722	drama	The Briton: A tragedy. As it is acted at the Theatre-Royal in Drury-Lane by His Majesty's servants. By Mr. Philips.	15083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1346	1346	4352	1737	drama	"The dragon of Wantley: A burlesque opera. The musick by Mr. John Frederick Lampe, and performed at the Theatre-Royal in Covent-Garden. Moderniz'd from the old ballad after the Italian manner, by Sig. Carini."	2253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1347	1347	4353	1738	drama	"Margery: or, a worse plague than the dragon: a burlesque opera. As it is perform'd at the Theatre-Royal in Covent-Garden. Altered from the original Italian of Signor Carini. Set to musick by Mr. John-Frederick Lampe."	2784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1348	1348	4354	1734	drama	The tragedy of Chrononhotonthologos: being the most tragical tragedy	3066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1349	1349	4355	1724	academic	"An essay of health and long life: By George Cheyne, ..."	43659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1350	1350	4356	1781	drama	"The fair Circassian. A tragedy: As performed at the Theatre-Royal, Drury-Lane, by the author of Sympathy, a poem."	15415	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1351	1351	4357	1751	fiction	"The so much talk'd of and expected old woman's Dunciad: Or, midwife's master-piece ... By Mary Midnight. With historical, critical, and explanatory notes, by Margelina Scribelinda Macularia."	7406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1352	1352	4358	1748	fiction	"Clarissa: Or, the history of a young lady: comprehending the most important concerns of private life. ... Published by the editor of Pamela. ... [pt.1]"	105189	0	18	0	0	0	1	17	1	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
1353	1353	4359	1748	fiction	"Clarissa: Or, the history of a young lady: comprehending the most important concerns of private life. ... Published by the editor of Pamela. ... [pt.2]"	101768	0	16	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1354	1354	4360	1748	fiction	"Clarissa: Or, the history of a young lady: comprehending the most important concerns of private life. ... Published by the editor of Pamela. ... [pt.3]"	119803	1	5	1	0	0	0	7	2	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
1355	1355	4361	1748	fiction	"Clarissa: Or, the history of a young lady: comprehending the most important concerns of private life. ... Published by the editor of Pamela. ... [pt.4]"	117543	3	36	3	0	0	2	4	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
1356	1356	4362	1748	fiction	"Clarissa: Or, the history of a young lady: comprehending the most important concerns of private life. ... Published by the editor of Pamela. ... [pt.5]"	124712	3	6	2	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1357	1357	4363	1748	fiction	"Clarissa: Or, the history of a young lady: comprehending the most important concerns of private life. ... Published by the editor of Pamela. ... [pt.6]"	151087	4	5	5	0	0	4	7	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1358	1358	4364	1748	fiction	"Clarissa: Or, the history of a young lady: comprehending the most important concerns of private life. ... Published by the editor of Pamela. ... [pt.7]"	165308	2	3	2	0	0	3	5	1	0	0	1	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1359	1359	4365	1751	fiction	"Letters and passages restored from the original manuscripts of the history of Clarissa. To which is subjoined, a collection of such of the moral and instructive sentiments, ... as are presumed to be of general use ... Published for the sake of doing justice to the purchasers of the two first editions of that work: [pt.8]"	104265	2	1	1	0	0	1	2	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	9
1360	1360	4366	1755	misc	"A collection of the moral and instructive sentiments, maxims, cautions, and reflexions, contained in the histories of Pamela, Clarissa, and Sir Charles Grandison."	123473	8	1	0	0	0	3	8	0	0	0	1	0	0	0	8	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6
1361	1361	4367	1755	drama	"The double disappointment: or, the fortune hunters. A comedy in two acts written by a gentleman."	4996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1362	1362	4368	1777	drama	"April-day, a burletta, in three acts. Written by the author of Midas. As it is performed at the Theatre Royal in the Hay-Market. The music composed by Dr. Arnold"	4576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1363	1363	4369	1794	drama	"The duenna: a comic opera. In three acts. As performed at the Theatre Royal, Covent Garden: with universal applause. By R. B. Sheridan, Esq"	16295	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1364	1364	4370	1772	memoir	"Invisibles, realities: demonstrated in the holy life and triumphant death of Mr. John Janeway, ... By James Janeway, ..."	30322	14	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1365	1365	4371	1788	fiction	"Curious particulars and genuine anecdotes respecting the late Lord Chesterfield and David Hume, Esq. With a parallel between these celebrated personages. ... To which is added, a short vindication of the Christian cause and character, occasioned by a recent reflection thrown upon them, by the author of the Apology for the life and writings of David Hume. By a friend to religious and civil liberty"	17178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
1366	1366	4372	1767	drama	"The she gallant: or, square-toes outwitted: A new comedy of two acts. As now performing, with great applause, at the Theatre in Smock-Alley, Dublin."	8041	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1367	1367	4373	1728	fiction	"An account of the state of learning in the empire of Lilliput: Together with the history and character of Bullum the Emperor's Library-Keeper. Faithfully transcribed out of Captain Lemuel Gulliver's General description of the empire of Lilliput, ..."	3067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1368	1368	4374	1715	poetry	The Iliad: of Homer. Translated by Mr. Pope. [pt.1] 	69663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1369	1369	4375	1715	poetry	The Iliad: of Homer. Translated by Mr. Pope. [pt.2] 	67679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1370	1370	4376	1715	poetry	The Iliad: of Homer. Translated by Mr. Pope. [pt.3]	57771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1371	1371	4377	1715	poetry	The Iliad: of Homer. Translated by Mr. Pope. [pt.4]	71846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1372	1372	4378	1715	poetry	The Iliad: of Homer. Translated by Mr. Pope. [pt.5]	64717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1373	1373	4379	1715	poetry	The Iliad: of Homer. Translated by Mr. Pope. [pt.6]	49213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1374	1374	4380	1793	political	"Sins of government, sins of the nation: or, a discourse for the fast, appointed on April 19, 1793. By a volunteer. [pt.1]"	7589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1375	1375	4381	1764	academic	"The history of religion: particularly of the principal denominations of Christians, ... Containing a succinct and genuine account of their original and present constitution, discipline, doctrines, worship, and ceremonies: ... By an impartial hand. [pt.1]"	118379	3	2	0	1	0	1	0	2	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5
1376	1376	4382	1764	academic	"The history of religion: particularly of the principal denominations of Christians, ... Containing a succinct and genuine account of their original and present constitution, discipline, doctrines, worship, and ceremonies: ... By an impartial hand. [pt.4]"	176778	5	25	0	10	1	5	1	0	0	0	1	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4
