uniq	filenumber	otanumber	pubdate	genre	title	wordcount	[e|i]njo[y|i]mentt?e?'?s?	settlementt?e?'?s?	astonishmentt?e?'?s?	acknowled[g|ge]mentt?e?'?s?	ama[z|s]ementt?e?'?s?	a[t|tt]one?mentt?e?'?s?	[e|i]ndu[c|s]ementt?e?'?s?	[e|i]ndo[w|we]mentt?e?'?s?	[e|i]ntr[e|i]n[s|c]hmentt?e?'?s?	[e|i]nde[a|e]rmentt?e?'?s?	[e|i]nlarge?mentt?e?'?s?	sta[yt|t]ementt?e?'?s?	[e|i]ncampe?mentt?e?'?s?	[e|i]nfr[e|i]ngementt?e?'?s?	mann?age?mentt?e?'?s?	[e|i]nfeftmentt?e?'?s?	mea[s|ss]urementt?e?'?s?	debasementt?e?'?s?	excitementt?e?'?s?	[e|i]nvestmentt?e?'?s?	ailmentt?e?'?s?	fulfilmentt?e?'?s?	[e|i]ndorsementt?e?'?s?	concernmentt?e?'?s?	[e|i]ntanglementt?e?'?s?	[e|i]nfranchisementt?e?'?s?	embankmentt?e?'?s?	[e|a]str[a|au]ngementt?e?'?s?	defilementt?e?'?s?	[e|i]nh[a|au]n[c|s]ementt?e?'?s?	[e|i]nsta[l|ll]mentt?e?'?s?	[e|i]nroll?mentt?e?'?s?	relea[s|c]ementt?e?'?s?	wondermentt?e?'?s?	condolementt?e?'?s?	withdrawmentt?e?'?s?	consignmentt?e?'?s?	[e|i]ntert[a|e]inmentt?e?'?s?
1377	1377	4383	1777	fiction	Charles and Charlotte: In two volumes. [pt.1]	23652	0	0	1	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1378	1378	4384	1777	fiction	Charles and Charlotte: In two volumes. [pt.2]	24119	0	2	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1379	1379	4385	1710	religious	"Heaven upon earth: or, the best friend, in the worst times. Being a legacy to London. By James Janeway."	115714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1380	1380	4386	1790	academic	"An English accidence: or, abstract of grammar; for the use of those who, without making grammar a study, wish to speak and write correctly. With rules for reading prose and verse. By the Rev. Dr. John Trusler."	5366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1381	1381	4387	1790	academic	A general history of quadrupeds: The figures engraved on wood by T. Bewick.	100201	1	1	3	1	0	0	1	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
1382	1382	4388	1725	academic	"An enquiry into the causes of the frequent executions at Tyburn: and a proposal for some regulations concerning felons in prison, and the good effects to be expected from them. ... By B. Mandeville, M.D"	13046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1383	1383	4389	1777	academic	"A tract on the law of nature, and principles of action in man: By Granville Sharp."	81760	2	0	0	5	2	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1384	1384	4390	1789	memoir	"The interesting narrative of the life of Olaudah Equiano: or Gustavus Vassa, the African. Written by himself. [pt.1]"	41298	0	1	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
1385	1385	4391	1789	memoir	"The interesting narrative of the life of Olaudah Equiano: or Gustavus Vassa, the African. Written by himself. [pt.2]"	39974	0	1	4	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
1386	1386	4392	1774	political	Chains of slavery: A work wherein the clandestine and villianous attempts of princes to ruin liberty are pointed out	55946	3	1	3	0	0	1	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
1387	1387	4393	1786	drama	"Richard Coeur de Lion: A comic opera, as performed at the Theatre Royal Covent Garden. Taken from a French comedy of the same name, written by Monsieur Sedaine; by Leonard Macnally, Esq."	9923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1388	1388	4394	1795	travel	"A journey made in the summer of 1794, through Holland and the western frontier of Germany: with a return down the Rhine: to which are added Observations during a tour to the lakes of Lancashire, Westmoreland, and Cumberland. By Ann Radcliffe."	131210	4	0	4	1	0	0	0	3	3	0	0	1	1	0	2	0	3	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4
1389	1389	4395	1794	fiction	"The mysteries of Udolpho: a romance; interspersed with some pieces of poetry. By Ann Radcliffe, ... In four volumes. ... [pt.1]"	71895	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	7
1390	1390	4396	1794	fiction	"The mysteries of Udolpho: a romance; interspersed with some pieces of poetry. By Ann Radcliffe, ... In four volumes. ... [pt.4]"	70696	1	1	11	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
1391	1391	4397	1797	fiction	"The Italian: or the confessional of the black penitents. A romance. By Ann Radcliffe, ... In three volumes. ... [pt.2]"	55943	0	0	10	2	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1392	1392	4398	1800	pamphlet	"The ladies elegant jester, or fun for the female sex; being a chaste and delicate selection of good things, ... together with many originals, by Ann Sophia Radcliffe"	11837	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1393	1393	4399	1790	fiction	A Sicilian romance: By the authoress of the castles of Athlin and Dunbayne. In two volumes. ... [pt.1]	35983	5	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
1394	1394	4400	1790	fiction	A Sicilian romance: By the authoress of the castles of Athlin and Dunbayne. In two volumes. ... [pt.2]	32411	1	0	13	0	2	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1395	1395	4401	1701	letter	An essay on the usefulness of mathematical learning: in a letter from a gentleman in the city to his friend in Oxford.	10668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1397	1397	4403	1776	fiction	Sir Eldred of the bower: and the bleeding rock: two legendary tales. By Miss Hannah More.	4927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1398	1398	4404	1765	academic	Anecdotes of painting in England: with some account of the principal artists; and incidental notes on other arts; collected by the late Mr. George Vertue; and now digested and published from his original MSS. by Mr. Horace Walpole. The second edition. ... [pt.2]	70248	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	5
1399	1399	4405	1765	academic	Anecdotes of painting in England: with some account of the principal artists; and incidental notes on other arts; collected by the late Mr. George Vertue; and now digested and published from his original MSS. by Mr. Horace Walpole. The second edition. ... [pt.3]	47230	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1400	1400	4406	1765	fiction	"The castle of Otranto: a story. Translated by William Marshal, Gent. from the original Italian of Onuphrio Muralto, ..."	34730	0	0	5	0	4	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1401	1401	4407	1789	travel	"A journey through the Crimea to Constantinople: In a series of letters from the Right Honourable Elizabeth Lady Craven, to his serene Highness the Margrave of Brandebourg, Anspach, and Bareith. Written in the year MDCCLXXXVI."	64974	0	0	4	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
1402	1402	4408	1760	academic	"A description of the city, college, and cathedral of Winchester: ... The whole illustrated with several curious ... particulars, collected from a manuscript of Anthony Wood, ..."	20177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1403	1403	4409	1769	drama	Doctor Last in his chariot: a comedy: as it is performed at the Theatre Royal in the Hay-Market.	16558	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1404	1404	4410	1777	advice	"A treatise on practical seamanship: ... By William Hutchinson, mariner, and dock master, at Liverpool."	95274	1	0	0	1	0	0	1	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1405	1405	4411	1769	drama	The captive: a comic opera; as it is perform'd at the Theatre-Royal in the Hay-Market.	5189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1406	1406	4412	1791	memoir	"The life of Samuel Johnson, LL.D: comprehending an account of his studies and numerous works, ... In two volumes. By James Boswell, Esq. ... [pt.1]"	230117	8	0	4	0	0	0	4	4	0	0	0	6	0	0	3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12
1407	1407	4413	1791	memoir	"The life of Samuel Johnson, LL.D: comprehending an account of his studies and numerous works, ... In two volumes. By James Boswell, Esq. ... [pt.2]"	268390	21	8	1	0	0	1	3	1	0	0	2	4	0	1	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
1408	1408	4414	1795	letter	"A letter to the Right Honourable William Windham, on the intemperance and dangerous tendency of his public conduct. By Thomas Holcroft"	10759	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1410	1410	4416	1773	academic	An essay on the justice of God	9513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1411	1411	4417	1720	religious	"Of the torments of Hell: the foundation and pillars thereof discovered, searched, shaken, and removed. ..."	23773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1412	1412	4418	1763	fiction	The history of Lady Julia Mandeville: In two volumes. By the translator of Lady Catesby's letters. [pt.1]	32956	6	5	4	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1413	1413	4419	1763	fiction	The history of Lady Julia Mandeville: In two volumes. By the translator of Lady Catesby's letters. [pt.2]	28404	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1415	1415	4421	1775	history	"The history of Great Britain, from the Restoration, to the accession of the house of Hannover: By James Macpherson, in two volumes. ... [pt.1]"	229285	0	54	10	0	2	2	3	1	5	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6
1416	1416	4422	1775	history	"The history of Great Britain, from the Restoration, to the accession of the house of Hannover: By James Macpherson, in two volumes. ... [pt.2]"	215316	1	51	4	8	0	0	1	0	15	0	0	0	1	2	42	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
1417	1417	4423	1766	drama	"The Earl of Warwick, a tragedy: as it is perform'd at the Theatre Royal in Drury-Lane."	13571	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1418	1418	4424	1712	academic	An essay on the South-Sea trade: With an enquiry into the grounds and reasons of the present dislike and complaint against the settlement of a South-Sea company. By the author of the Review.	11879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1419	1419	4425	1712	political	"A further search into the conduct of the allies: and the late ministry, as to peace and war. Containing also a reply to the several letters and memorials of the States-General. ..."	17902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1420	1420	4426	1713	political	An essay on the treaty of commerce with France: with necessary expositions.	8485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1421	1421	4427	1713	political	"A view of the real dangers of the succession: from the peace with France: being a sober enquiry into the securities proposed in the articles of peace, and whether they are such as the nation ought to be satisfy'd with or no."	8625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1422	1422	4428	1713	academic	Extracts from several Mercators; being considerations on the state of the British trade	16131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1423	1423	4429	1714	political	"A brief survey of the legal liberties of the dissenters: and how far the bill now depending consists with preserving the toleration inviolably: wherein the present bill is published; and also the Toleration Act at large, ..."	3253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1424	1424	4430	1714	political	Advice to the people of Great Britain: with respect to two important points of their future conduct. I. What they ought to expect from the King. II. How they ought to behave to him.	8134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1425	1425	4431	1716	legal	"An account of the proceedings against the rebels, and other prisoners, tried before the Lord Chief Justice Jefferies: and other judges in the west of England, in 1685. for taking arms under the Duke of Monmouth. ... To which is prefix'd, the Duke of Monmouth's, the Earl of Argyle's, and the Pretender's declarations, that the reader may the better judge of the cause of the several rebellions."	14855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1427	1427	4433	1790	drama	"The Highland reel: a comic opera. In three acts. As it is performed at the Theatres-Royal in London and Dublin. By John O'Keeffe, Esq."	17625	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1428	1428	4434	1784	drama	"The poor soldier: a comic opera. In two acts. With all the original songs. Written by John O'Keefe, Esq; ... As acted at the Theatre-Royal, Covent Garden."	6208	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1429	1429	4435	1707	history	"An historical account of the bitter sufferings, and melancholly circumstances of the episcopal church in Scotland: under the barbarous usage and bloody persecution of the presbyterian church government. ..."	13797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1430	1430	4436	1705	political	Advice to all parties: By the author of The true-born English-man.	7527	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1431	1431	4437	1705	poetry	The double welcome. A poem to the Duke of Marlbro'	4078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1432	1432	4438	1791	religious	"A sermon preached in the parish church of Boldre in Hampshire, at the funeral of William Baker, May 18, 1791. To which is added a short account of his life. By William Gilpin,"	6800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1433	1433	4439	1777	memoir	"The life of Dr. George Abbot, Lord Archbishop of Canterbury, reprinted with some additions and corrections from the Biographia Britannica; with his character, ... a description of the hospital, which he erected and endowed ... To which are added the lives of his two brothers, Dr. Robert Abbot, ... and Sir Morris Abbot,"	49178	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
1434	1434	4440	1753	academic	"Essays on the following subjects: I. On the reality and evidence of miracles, ... Written some years since, ... By an obscure layman in town:"	71692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1435	1435	4441	1773	academic	Conscience: an ethical essay. By the Reverend J. Brand	5451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1436	1436	4442	1764	memoir	Memoirs of ****: Commonly known by the name of George Psalmanazar; a reputed native of Formosa. Written by himself in order to be published after his death. ...	60557	0	2	0	3	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
1437	1437	4443	1785	drama	"Fashionable levities, a comedy: In five acts. By Leonard Macnally, Esq."	20662	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
1438	1438	4444	1775	poetry	"On illicit love. Written among the ruins of Godstow nunnery, near Oxford. By John Brand,"	2518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1440	1440	4446	1762	fiction	Sophia: By Mrs. Charlotte Lennox. In two volumes. ... [pt.2]	28347	1	3	7	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1441	1441	4447	1776	fiction	The story of Lady Juliana Harley: A novel. In letters. By Mrs. Griffith. ... [pt.1]	29540	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1442	1442	4448	1776	fiction	The story of Lady Juliana Harley: A novel. In letters. By Mrs. Griffith. ... [pt.2]	33679	1	3	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
1443	1443	4449	1794	fiction	The adventures of Hugh Trevor: By Thomas Holcroft. ... [pt.1]	40013	3	0	4	1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1444	1444	4450	1794	fiction	The adventures of Hugh Trevor: By Thomas Holcroft. ... [pt.2]	32977	1	0	6	3	5	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1445	1445	4451	1794	fiction	The adventures of Hugh Trevor: By Thomas Holcroft. ... [pt.3]	38639	2	0	3	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1446	1446	4452	1794	fiction	The adventures of Hugh Trevor: By Thomas Holcroft. ... [pt.4]	32175	6	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1447	1447	4453	1794	fiction	The adventures of Hugh Trevor: By Thomas Holcroft. ... [pt.5]	32853	8	0	4	1	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1448	1448	4454	1794	fiction	The adventures of Hugh Trevor: By Thomas Holcroft. ... [pt.6]	31330	3	0	2	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1449	1449	4455	1767	academic	Principles of equity	166862	4	94	0	0	0	0	1	1	0	0	2	0	0	2	21	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1450	1450	4456	1758	legal	Historical law-tracts.: [pt.1]	73597	11	6	0	0	0	7	0	0	0	0	1	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1451	1451	4457	1758	legal	Historical law-tracts.: [pt.2]	35433	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1452	1452	4458	1784	drama	"A bold stroke for a husband: a comedy, as acted at the Theatre Royal, in Covent Garden. By Mrs. Cowley."	21352	0	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1453	1453	4459	1784	drama	"More ways than one: a comedy, as acted at the Theatre Royal in Covent Garden. By Mrs. Cowley."	22858	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1454	1454	4460	1779	drama	"The apotheosis of Punch; a satirical masque: with a monody on the death of the late Master Punch. As now performing at the Patagonian Theatre, Exeter- 'Change, with universal applause"	4176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1455	1455	4461	1783	fiction	"Tristram Shandy: a sentimental, Shandean bagatelle, in two acts. By the author of Retaliation."	6353	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1456	1456	4462	1784	drama	"Robin Hood; or, Sherwood Forest: a comic opera: As it is performed at the Theatre-Royal, in Covent-Garden. By Leonard Mac Nally, Esq."	14836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1457	1457	4463	1785	drama	"The life, death, and renovation of Tom Thumb; a legendary burletta, in one act, as it is performed at the Royal Circus"	3064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1458	1458	4464	1760	religious	"A sermon, occasioned by the death of His late Majesty: Preached on the ninth of November. In the morning at Queen-Street chapel, and in the afternoon at St. Paul's, Covent-Garden. By the Revd. Thomas Francklin. ..."	3331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1459	1459	4465	1772	drama	"Cupid's revenge: an Arcadian pastoral: As it is performed at the Theatre-Royal, Hay-Market. The music by Mr. Hook."	5732	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1460	1460	4466	1773	drama	The macaroni. A comedy: As it is performed at the Theatre-Royal in York.	22003	4	0	4	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1461	1461	4467	1770	drama	"The court of Alexander: An opera, in two acts. As it is performed at the Theatre Royal in Covent-Garden."	2574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1462	1462	4468	1767	drama	"The French flogged, or, the British sailors in America, a farce of two acts, as it was performed at the Theatre Royal, Covent-Garden"	4812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1463	1463	4469	1735	academic	A vindication of Sir Isaac Newton's principles of fluxions: against the objections contained in The analyst. By J. Walton.	6274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1465	1465	4471	1701	political	The free-holders plea against stock-jobbing elections of Parliament men	5380	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1466	1466	4472	1702	political	"Essays upon several projects: or, effectual ways for advancing the interest of the nation."	47631	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1467	1467	4473	1758	fiction	"The lover's treat: or, unnatural hatred: Being a true narrative ... Written by Mrs. Charke, ..."	13632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1468	1468	4474	1755	memoir	"A narrative of the life of Mrs. Charlotte Charke: (youngest daughter of Colley Cibber, Esq;) ... written by herself."	53564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1469	1469	4475	1782	advice	Essays addressed to young married women	10414	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1470	1470	4476	1761	fiction	Almoran and Hamet: an oriental tale. In two volumes. ... [pt.1]	16330	9	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1471	1471	4477	1761	fiction	Almoran and Hamet: an oriental tale. In two volumes. ... [pt.2]	18311	4	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1472	1472	4478	1788	academic	"An historical view of the Irish stage: from the earliest period down to the close of the season 1788. Interspersed with theatrical anecdotes, ... In two volumes. ... By Robert Hitchcock, ... [pt.1]"	55825	0	0	1	0	0	1	1	0	0	0	1	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33
1473	1473	4479	1788	academic	"An historical view of the Irish stage: from the earliest period down to the close of the season 1788. Interspersed with theatrical anecdotes, ... In two volumes. ... By Robert Hitchcock, ... [pt.2]"	41701	1	0	0	1	0	0	1	1	0	0	0	3	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
1474	1474	4480	1748	travel	"A dialogue upon the gardens of the Right Honourable the Lord Viscount Cobham, at Stow in Buckinghamshire"	12157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
